tGravityAcc-mean()-X,tGravityAcc-max()-X,"angle(X,gravityMean)",tGravityAcc-mean()-Y,tGravityAcc-energy()-X,"angle(Y,gravityMean)",tGravityAcc-min()-X,tGravityAcc-max()-Y,tGravityAcc-min()-Y,tGravityAcc-energy()-Y,tGravityAccMag-std(),tBodyAccJerk-std()-X,"angle(Z,gravityMean)",fBodyAcc-mean()-X,"fBodyAccJerk-bandsEnergy()-1,16",fBodyAccJerk-max()-X,fBodyAcc-mad()-X,"fBodyAccJerk-bandsEnergy()-1,16_1","tGravityAcc-arCoeff()-Z,2",fBodyAccMag-energy(),tGravityAcc-min()-Z,tGravityAcc-mean()-Z,tGravityAcc-energy()-Z,fBodyAccJerk-energy()-X,"fBodyAccJerk-bandsEnergy()-1,24",fBodyAccMag-mad(),fBodyAcc-entropy()-X,tBodyAccJerkMag-energy(),tBodyGyroJerk-iqr()-Z,tBodyAccJerk-sma()
0.93953909,0.86516731,-0.72949774,-0.18810694,0.8369599,0.21156056,0.95864759,-0.2067253,-0.16316796,-0.94422194,-0.99192031,-0.99346647,0.17177873,-0.99372921,-0.99997424,-0.99650059,-0.99421224,-0.99991519,0.4179949,-0.99988527,-0.21604159,-0.21574087,-0.90308857,-0.99993404,-0.99995372,-0.99053993,-0.94635692,-0.99986159,-0.99298547,-0.99143073
0.94041941,0.86656032,-0.73370202,-0.18416876,0.83924761,0.20892517,0.96039243,-0.20382164,-0.1582624,-0.94677343,-0.98559859,-0.99646871,0.17015748,-0.99584702,-0.99998729,-0.99792792,-0.99500357,-0.99991453,0.53470593,-0.99975036,-0.21315016,-0.21333211,-0.90518212,-0.99996962,-0.9999807,-0.98624381,-0.94635692,-0.99991875,-0.99717809,-0.99504512
0.93966413,0.86656032,-0.73180643,-0.18364197,0.83728674,0.2085677,0.95736265,-0.20382164,-0.15784982,-0.94711306,-0.98634589,-0.99636875,0.17213383,-0.9965135,-0.99996833,-0.99734452,-0.99619473,-0.99987498,0.5546124,-0.99976845,-0.22365205,-0.21612492,-0.90269952,-0.99996858,-0.99997246,-0.9876977,-0.94635692,-0.9999314,-0.99622792,-0.99545006
0.93749826,0.86577047,-0.72484858,-0.18632709,0.83166318,0.21036262,0.95723251,-0.20493767,-0.15803581,-0.94538793,-0.99092469,-0.99735562,0.1768797,-0.99764981,-0.99996623,-0.99573979,-0.99749587,-0.99988835,0.47418951,-0.99986665,-0.22414025,-0.22292171,-0.89667258,-0.99997841,-0.99997768,-0.98903749,-1.0,-0.99992215,-0.99581414,-0.99510337
0.93681155,0.86238691,-0.72316645,-0.18853103,0.82988091,0.21187282,0.95723251,-0.20965293,-0.16341138,-0.94394656,-0.99370246,-0.9979414,0.17717534,-0.99813684,-0.99998635,-0.99925935,-0.99829088,-0.99991934,0.43361918,-0.99991614,-0.22414025,-0.2233352,-0.89631764,-0.99998379,-0.99998909,-0.99212978,-1.0,-0.99989355,-0.997571,-0.99455129
0.93639926,0.86238691,-0.72174337,-0.19249277,0.82881243,0.21457224,0.95595849,-0.20981067,-0.16635256,-0.94129806,-0.99222781,-0.99706549,0.17626862,-0.99753132,-0.99998354,-0.99870132,-0.99820674,-0.99993878,0.56960296,-0.99989079,-0.2209467,-0.22207694,-0.89746266,-0.99997562,-0.99998362,-0.9902383,-1.0,-0.99990536,-0.99723114,-0.99475637
0.93501425,0.86170704,-0.71776985,-0.19519967,0.82522453,0.2164093,0.95426109,-0.21549166,-0.16635256,-0.93947989,-0.98966176,-0.99687824,0.17832618,-0.99666068,-0.99998519,-0.99836497,-0.99710727,-0.9999788,0.58744241,-0.99984166,-0.22725193,-0.22501807,-0.89478346,-0.99997378,-0.99998656,-0.98824544,-1.0,-0.99993186,-0.99620054,-0.99584049
0.93433732,0.86038612,-0.71688553,-0.19394777,0.82347155,0.21557952,0.95426109,-0.21437339,-0.16620201,-0.9403299,-0.98964238,-0.99616275,0.17979111,-0.9968991,-0.99998472,-0.99820486,-0.99724012,-0.99995847,0.49339617,-0.99984124,-0.22725193,-0.22703534,-0.89294097,-0.9999664,-0.99998179,-0.98762609,-1.0,-0.99992192,-0.99634984,-0.99557069
0.842833,0.82470018,-0.55290902,-0.26393388,0.59623065,0.26482921,0.80344248,-0.2294801,-0.32019163,-0.87816597,-0.7052385,-0.9682433,0.28353739,-0.93450855,-0.99962087,-0.97639087,-0.92280896,-0.99876127,0.97440181,-0.95399728,-0.41009979,-0.36858294,-0.72088483,-0.99928156,-0.99937478,-0.78862174,-0.58330447,-0.99881405,-0.97847235,-0.96730046
0.88765579,0.82470018,-0.61448602,-0.21664274,0.7047785,0.23100373,0.87186421,-0.2294801,-0.21798907,-0.92377467,-0.92975934,-0.99123795,0.25572519,-0.9703309,-0.99993278,-0.99625145,-0.9729996,-0.99941921,0.87242932,-0.99684089,-0.37409254,-0.33323016,-0.77250793,-0.99990182,-0.99991067,-0.9246047,-0.67728569,-0.99967603,-0.99155685,-0.98423645
0.88400118,0.82447839,-0.60970194,-0.21980875,0.69557506,0.23328718,0.8970221,-0.23052129,-0.19683011,-0.92143366,-0.96516694,-0.99115271,0.25817043,-0.98521961,-0.99992053,-0.99458237,-0.98685254,-0.99981517,0.5646766,-0.9990439,-0.34565204,-0.33632026,-0.76854954,-0.99990053,-0.99992317,-0.97188201,-0.87389237,-0.99978611,-0.99324282,-0.98865959
0.87725936,0.80718763,-0.59789583,-0.22541038,0.67873396,0.23716485,0.8970221,-0.242805,-0.19694405,-0.91706989,-0.98774619,-0.99164516,0.26532253,-0.99032852,-0.99993796,-0.9930489,-0.9877298,-0.99987602,0.51732194,-0.9998007,-0.34565204,-0.34605281,-0.75539765,-0.99990811,-0.9999207,-0.98623654,-0.87389237,-0.99987146,-0.99302961,-0.99205921
0.87843562,0.80564768,-0.59885575,-0.22477755,0.68165545,0.23666184,0.89725651,-0.24426238,-0.19694405,-0.91757513,-0.9854434,-0.99307481,0.26486313,-0.99127251,-0.99997146,-0.99597826,-0.99171888,-0.99984977,0.3026853,-0.99974665,-0.34557605,-0.34559097,-0.7560467,-0.99992875,-0.99995212,-0.98232355,-0.90731609,-0.99982623,-0.99455286,-0.99121533
0.87705703,0.80564768,-0.59584206,-0.22614473,0.67823511,0.23756971,0.89466667,-0.24426238,-0.20182511,-0.91646582,-0.98631658,-0.9942682,0.26673911,-0.99113747,-0.99997949,-0.99614597,-0.99204152,-0.99991256,0.28226402,-0.99976769,-0.35189883,-0.34823635,-0.75232895,-0.99994443,-0.99997496,-0.98350653,-0.90731609,-0.99984045,-0.99838006,-0.99206264
0.87441371,0.80298153,-0.59079187,-0.23016201,0.67167337,0.24031218,0.89466667,-0.24639884,-0.20192963,-0.91322211,-0.98710947,-0.99566033,0.26908725,-0.99474636,-0.99998273,-0.99649399,-0.99332135,-0.99991247,0.32539708,-0.99978625,-0.35189883,-0.35150052,-0.74775925,-0.99996092,-0.99998208,-0.9825579,-0.90731609,-0.99988708,-0.99897775,-0.99353783
0.87569516,0.80307231,-0.59348978,-0.22999254,0.67485157,0.24022285,0.89466966,-0.24956287,-0.20192963,-0.9133645,-0.98828547,-0.9940419,0.26693592,-0.99340384,-0.99997192,-0.9958293,-0.99323515,-0.99991599,0.54190949,-0.99981258,-0.3517961,-0.34849688,-0.75197581,-0.99994155,-0.99995987,-0.98516491,-0.94635692,-0.99989248,-0.99683895,-0.99368792
0.87753227,0.80655675,-0.59645943,-0.22655757,0.67940975,0.23784039,0.8985427,-0.23817404,-0.19975268,-0.91613251,-0.96379552,-0.99340899,0.26605933,-0.99012151,-0.99994726,-0.9962064,-0.98927023,-0.99990898,0.58044085,-0.99898193,-0.347883,-0.34734091,-0.75360414,-0.99993327,-0.99994324,-0.97024631,-0.90731609,-0.99987876,-0.99291415,-0.99318674
0.88127785,0.81141834,-0.60468202,-0.21835827,0.68873815,0.23228635,0.8985427,-0.2325607,-0.19810083,-0.9225319,-0.96142093,-0.99521383,0.26290668,-0.99169986,-0.99995635,-0.99791875,-0.98919317,-0.99987862,0.51406407,-0.99886978,-0.347883,-0.34281339,-0.75981227,-0.99995584,-0.99995452,-0.96482524,-0.90731609,-0.99985019,-0.99190097,-0.99172093
0.88429291,0.81141834,-0.61179208,-0.21493119,0.69624505,0.23001766,0.90319996,-0.2325607,-0.19138529,-0.92522437,-0.98314485,-0.99734502,0.2585511,-0.99590088,-0.99997754,-0.99815156,-0.99471735,-0.99990474,0.54405973,-0.9996874,-0.34030413,-0.3366291,-0.76833437,-0.99997831,-0.99997571,-0.97879086,-1.0,-0.99989217,-0.99372202,-0.99385688
0.88220842,0.81076725,-0.60722381,-0.22025325,0.69104711,0.23363775,0.90160267,-0.23547126,-0.19345505,-0.92113024,-0.9797291,-0.99761933,0.25997217,-0.99492576,-0.9999812,-0.99912127,-0.99304927,-0.99993534,0.51170173,-0.99958981,-0.34228387,-0.33867811,-0.76554307,-0.99998088,-0.99998652,-0.97617575,-0.94635692,-0.9998861,-0.99574179,-0.99456306
0.88096197,0.80760202,-0.60360425,-0.21969495,0.68793934,0.23317704,0.90160267,-0.2335815,-0.19345505,-0.92155324,-0.98704543,-0.99509441,0.26322027,-0.99317784,-0.99996727,-0.99767686,-0.99128682,-0.99989885,0.67018555,-0.99978479,-0.34376896,-0.34331432,-0.75918592,-0.99995445,-0.99996316,-0.9836173,-0.94635692,-0.99987371,-0.99565378,-0.99319325
0.97857016,0.91746577,-0.90179018,-0.0051080993,0.93983713,0.087494719,0.9854825,0.010913473,-0.11310069,-0.99619155,-0.77911297,-0.96149364,-0.054175937,-0.95611417,-0.99901552,-0.97491725,-0.95132749,-0.99771018,0.9547921,-0.97359239,0.022574374,0.10929019,-0.97731517,-0.99899997,-0.99897413,-0.76910655,-0.54649627,-0.99851181,-0.98524736,-0.96724899
0.96992034,0.90588634,-0.90651752,-0.014060481,0.91674265,0.093546653,0.98671241,0.0084595402,-0.0062650155,-0.99899497,-0.91246814,-0.99717301,-0.05130632,-0.99626034,-0.99998481,-0.99705212,-0.99541066,-0.9998918,0.90842053,-0.99531476,0.096268991,0.10453378,-0.9803354,-0.99997667,-0.99998094,-0.92306248,-0.94635692,-0.99992101,-0.99364544,-0.99589545
0.97029575,0.89757179,-0.91291362,-0.026043726,0.91773124,0.10172485,0.98683553,-0.045688856,-0.0062650155,-0.99981863,-0.96778585,-0.98963896,-0.046526792,-0.98806488,-0.99989496,-0.99268915,-0.98648861,-0.99984959,0.87401015,-0.99915781,0.096268991,0.097684514,-0.98322495,-0.99987573,-0.99988599,-0.96760539,-0.84417805,-0.99983002,-0.9914133,-0.99168711
0.97091139,0.89757179,-0.90800846,-0.022006094,0.91936455,0.098966644,0.98824812,-0.045688856,0.0009086196,-0.99996009,-0.96581331,-0.98926755,-0.05023828,-0.98805621,-0.99989059,-0.99384979,-0.98568831,-0.99980021,0.80961948,-0.99907288,0.10133285,0.10306347,-0.98118303,-0.99986929,-0.99988718,-0.96336751,-0.90731609,-0.99976968,-0.99271462,-0.98836289
0.96962865,0.89742799,-0.90416892,-0.022764169,0.91595958,0.099485296,0.98823063,-0.045936592,0.0017065091,-0.99995056,-0.97038838,-0.99209493,-0.052972217,-0.99155569,-0.99993694,-0.99465156,-0.99010265,-0.99971851,0.69337356,-0.999264,0.1015761,0.10691196,-0.97967086,-0.99991482,-0.99992539,-0.96624242,-1.0,-0.99963523,-0.99188055,-0.9841689
0.9695634,0.8957325,-0.90842933,-0.020213239,0.91578562,0.097745424,0.98823063,-0.04455393,0.0018035098,-0.99997855,-0.96290359,-0.98250468,-0.049976516,-0.9837457,-0.99974744,-0.9842554,-0.98245647,-0.99956772,0.72058281,-0.99894054,0.096737792,0.10259555,-0.98133186,-0.99972817,-0.99973642,-0.95869835,-0.79263267,-0.99941675,-0.98476761,-0.97685537
0.97112976,0.89813383,-0.91845277,-0.018749363,0.91994431,0.096746071,0.98966997,-0.04455393,0.0073099615,-0.99999904,-0.96427795,-0.98212909,-0.042799145,-0.98214182,-0.99975584,-0.98531294,-0.98385743,-0.99954105,0.68472601,-0.9990041,0.085556049,0.09237385,-0.98505238,-0.99971901,-0.99973706,-0.95839829,-0.76992006,-0.99955015,-0.9850868,-0.98043749
0.97219378,0.89813383,-0.92424301,-0.018470554,0.92277029,0.09655572,0.99073375,-0.043324943,0.0073099615,-0.999998,-0.97139327,-0.98601471,-0.038645443,-0.98851142,-0.99982952,-0.98511601,-0.98716429,-0.99947316,0.56402252,-0.99930304,0.085548808,0.086464887,-0.98705809,-0.99980709,-0.9998116,-0.96931831,-0.90731609,-0.99956295,-0.98589875,-0.98052895
0.9718778,0.89811093,-0.92306416,-0.016667867,0.92193044,0.095325668,0.99125017,-0.042783496,0.0079204516,-0.99999541,-0.97369312,-0.98837871,-0.039483264,-0.98988944,-0.99986666,-0.98826316,-0.98935449,-0.99937195,0.5418867,-0.9993888,0.085548808,0.087651342,-0.98668044,-0.99985334,-0.99984606,-0.97311349,-0.94635692,-0.99948481,-0.98672163,-0.97944901
0.97199192,0.89755902,-0.92300891,-0.016749674,0.92223357,0.095381565,0.99125017,-0.042783496,0.0076709897,-0.99999521,-0.98174198,-0.99365886,-0.039523904,-0.99537351,-0.99996779,-0.99556029,-0.99517333,-0.99945483,0.47887478,-0.99964872,0.087617235,0.087716219,-0.98666374,-0.9999366,-0.99996201,-0.97970529,-1.0,-0.99965656,-0.99287255,-0.98617743
0.97219623,0.89755902,-0.92378184,-0.018827498,0.92277642,0.096799235,0.99182597,-0.043017437,0.0066282446,-0.99999599,-0.98718945,-0.99401761,-0.038974557,-0.99648916,-0.99998257,-0.99435626,-0.99707523,-0.99977737,0.38386923,-0.99978811,0.087617235,0.08693809,-0.98692002,-0.99994124,-0.99997768,-0.98445929,-1.0,-0.99982039,-0.99575177,-0.99154626
0.97206155,0.89729408,-0.92369192,-0.020403023,0.92241844,0.097874275,0.99178412,-0.046418533,0.0062125349,-0.99999049,-0.98489253,-0.99181574,-0.039017568,-0.99370364,-0.99992097,-0.99423503,-0.99328057,-0.99974881,0.57856891,-0.99973281,0.087946495,0.086992527,-0.98690307,-0.99991068,-0.99992551,-0.98386566,-1.0,-0.99979392,-0.99217546,-0.98966764
0.95988436,0.89342586,-0.81422482,-0.11127417,0.89021216,0.15959073,0.97430801,-0.093901992,-0.11640854,-0.98197065,-0.81853449,-0.96104244,0.13585865,-0.96597179,-0.99893768,-0.96708841,-0.96408781,-0.99811531,0.93816515,-0.98185258,-0.20269769,-0.16375852,-0.94143258,-0.99897955,-0.99897466,-0.85200377,-0.64251695,-0.99823647,-0.96559687,-0.9486192
0.96436312,0.89268185,-0.8443234,-0.080293363,0.90202822,0.13860002,0.9752621,-0.091872981,-0.096813087,-0.99198994,-0.90918571,-0.97695259,0.12267852,-0.97693843,-0.99973023,-0.98647269,-0.97614928,-0.99908649,0.86537224,-0.9949891,-0.18965046,-0.14468249,-0.95478174,-0.99957837,-0.99964542,-0.90863041,-0.72933706,-0.99909119,-0.97324211,-0.96804963
0.96638016,0.89268185,-0.84849941,-0.071234022,0.90735017,0.13240536,0.98523753,-0.091872981,-0.046960236,-0.99453277,-0.97110994,-0.98604541,0.12200586,-0.98753198,-0.99984641,-0.99282789,-0.98743966,-0.99978265,0.57558565,-0.99929223,-0.148117,-0.14383867,-0.95571269,-0.9998077,-0.99982408,-0.97249016,-0.90731609,-0.99964119,-0.98325924,-0.98432581
0.96548664,0.89138286,-0.8452692,-0.068434882,0.90498507,0.13050627,0.98518875,-0.084241163,-0.046960236,-0.9950489,-0.98239437,-0.99034767,0.12514714,-0.99115338,-0.99988812,-0.99029771,-0.98875732,-0.99987857,0.58300092,-0.99966702,-0.148117,-0.14829352,-0.95313597,-0.99988761,-0.99988824,-0.97957088,-0.90731609,-0.99978056,-0.98695247,-0.98891389
0.96603387,0.89201274,-0.8529494,-0.059620698,0.90643339,0.12453517,0.98518875,-0.080796063,-0.04158725,-0.99663266,-0.98237062,-0.99212319,0.12131963,-0.9923136,-0.99994256,-0.99564554,-0.99157351,-0.99983102,0.60121741,-0.99966621,-0.14748837,-0.14272694,-0.95643965,-0.99991523,-0.99992969,-0.98406682,-0.90731609,-0.99984245,-0.98842927,-0.99056783
0.96649831,0.89201274,-0.85867964,-0.055336265,0.9076623,0.12163329,0.98624789,-0.080796063,-0.030531835,-0.99732194,-0.99158709,-0.99085388,0.11789422,-0.99057345,-0.99992594,-0.99441282,-0.99087762,-0.99985453,0.54798131,-0.99987907,-0.1392576,-0.13777648,-0.95932834,-0.99989579,-0.99990889,-0.99139331,-0.87389237,-0.99984067,-0.99081409,-0.99063911
0.96665729,0.89267769,-0.85895288,-0.054289002,0.90808334,0.12091881,0.98624789,-0.077132723,-0.027346179,-0.99746978,-0.97859918,-0.98133638,0.11788681,-0.98387655,-0.99963803,-0.983856,-0.97833076,-0.9998185,0.48564839,-0.99955499,-0.13655304,-0.13777624,-0.9593307,-0.9996992,-0.99963977,-0.97817514,-0.79263267,-0.99964371,-0.9915598,-0.98524545
0.96706927,0.89267769,-0.85875607,-0.050596166,0.90917424,0.1183991,0.98625439,-0.072225946,-0.027242701,-0.99793918,-0.97937322,-0.98057782,0.11867311,-0.98332657,-0.99966558,-0.98253142,-0.97859016,-0.99975536,0.50455796,-0.99957902,-0.13655304,-0.13894125,-0.95867011,-0.99967965,-0.99962068,-0.9767924,-0.81726864,-0.99960248,-0.98881707,-0.98334504
0.96633101,0.89267182,-0.85818475,-0.048856818,0.90722006,0.11722508,0.98536116,-0.072225946,-0.025943753,-0.99816359,-0.98421379,-0.99025634,0.119366,-0.99121788,-0.9999137,-0.99158877,-0.98994938,-0.99981497,0.57577439,-0.99971554,-0.13988677,-0.13986528,-0.95813733,-0.99988612,-0.99987458,-0.98057678,-0.90731609,-0.99981854,-0.99475269,-0.99020149
0.96586022,0.89149138,-0.85611954,-0.052419859,0.90597353,0.11965045,0.98536116,-0.072928279,-0.027516838,-0.99771236,-0.98910649,-0.9924413,0.1203086,-0.99342388,-0.99992275,-0.99293198,-0.99214552,-0.99989109,0.48863333,-0.99983007,-0.14038629,-0.14120216,-0.95736355,-0.99991986,-0.9999234,-0.98634421,-0.94635692,-0.99988866,-0.9966018,-0.99364562
0.96635213,0.89177675,-0.85733626,-0.053210138,0.90727533,0.12018427,0.98567714,-0.077250021,-0.027516838,-0.99761571,-0.99176113,-0.99192113,0.11927558,-0.99368589,-0.99992642,-0.99194926,-0.9937972,-0.99991243,0.50554443,-0.99988237,-0.14038629,-0.13975616,-0.95819347,-0.99991225,-0.99992954,-0.98953577,-0.90731609,-0.99988494,-0.99585017,-0.99283112
0.96668029,0.89204625,-0.85739866,-0.052122542,0.90814407,0.11943916,0.98646745,-0.077250021,-0.02605902,-0.9977646,-0.99375418,-0.99411161,0.11941839,-0.99457958,-0.99995322,-0.99605245,-0.99497894,-0.99990497,0.51946635,-0.99991698,-0.14084011,-0.13999136,-0.95805691,-0.99994245,-0.9999553,-0.99094634,-1.0,-0.99991922,-0.99731747,-0.99431587
0.96622658,0.89204625,-0.85457424,-0.052130992,0.90694336,0.11944281,0.98526627,-0.077194718,-0.025106527,-0.99776373,-0.99896476,-0.99683179,0.12149837,-0.99738941,-0.99998043,-0.99784527,-0.99796401,-0.99991957,0.59700228,-0.9999889,-0.14240429,-0.14296613,-0.95633352,-0.99997331,-0.99998318,-0.99749791,-1.0,-0.99996556,-0.99798861,-0.99736829
0.96542861,0.89141657,-0.8524259,-0.051436298,0.90483155,0.11897573,0.98509397,-0.077110116,-0.025060821,-0.99785404,-0.97468074,-0.99001996,0.12319104,-0.99002121,-0.99992141,-0.99439381,-0.99145274,-0.99963329,0.23383935,-0.99942421,-0.14480064,-0.14533908,-0.95492573,-0.99988213,-0.99991105,-0.97529019,-0.90731609,-0.99973105,-0.99598217,-0.98940865
-0.051848683,0.44798254,0.27626728,0.5117911,-0.77609453,-0.30539815,-0.23559099,0.52066354,0.3741986,-0.45088521,-0.14554364,-0.93259355,-0.63714368,-0.61092437,-0.99667306,-0.95206579,-0.54478846,-0.99203717,0.84440518,-0.62994713,0.5944456,0.78295994,0.20504875,-0.99728213,-0.9969118,-0.28410587,-0.23190884,-0.99614687,-0.95389549,-0.92319732
-0.24233744,-0.24005302,0.42468417,0.54591454,-0.9496328,-0.323592,-0.23559099,0.52066354,0.54695504,-0.38605367,-0.85583208,-0.95109995,-0.66959138,-0.92655413,-0.99808342,-0.9523518,-0.90168469,-0.99290867,0.87500666,-0.988244,0.82336404,0.82867458,0.33980796,-0.99847769,-0.99830213,-0.85369829,-0.43971617,-0.99740932,-0.96937807,-0.94250968
-0.22228707,-0.27897382,0.40854882,0.53192552,-0.94132446,-0.31556359,-0.21575779,0.50509164,0.54695504,-0.41638757,-0.93739924,-0.97597871,-0.67360274,-0.95823418,-0.99944643,-0.97833172,-0.94168158,-0.9984998,0.64597512,-0.99742209,0.82336404,0.82525809,0.32864517,-0.99954894,-0.99951285,-0.93812866,-0.57193899,-0.99929764,-0.989083,-0.97496274
-0.22266,-0.27916085,0.40924825,0.52734652,-0.94162379,-0.31062979,-0.18209551,0.48901587,0.54076817,-0.42609136,-0.98359158,-0.99200174,-0.67878385,-0.98706657,-0.99992528,-0.99325033,-0.98703004,-0.99965715,0.17244935,-0.99969921,0.82606141,0.8313041,0.34833585,-0.99991345,-0.99991924,-0.97985307,-0.85400629,-0.99980119,-0.99630811,-0.98922789
-0.22581015,-0.29196031,0.41174742,0.52374802,-0.94310434,-0.30714179,-0.18209551,0.48814109,0.54072019,-0.43364556,-0.98530065,-0.99129443,-0.68298027,-0.9894656,-0.99992713,-0.99342908,-0.98810502,-0.99984731,0.25413481,-0.99974312,0.83374834,0.83548539,0.36199482,-0.99990274,-0.9999246,-0.98283866,-0.81726864,-0.99984057,-0.99680309,-0.99056797
-0.22450281,-0.29196031,0.41074534,0.52303214,-0.94250648,-0.30664624,-0.18247881,0.48399277,0.54072019,-0.43515027,-0.97927983,-0.9870763,-0.68321365,-0.98269042,-0.99981186,-0.98531178,-0.97932687,-0.99990657,0.34041181,-0.99957616,0.83669889,0.83547857,0.36196918,-0.99982854,-0.99983599,-0.97747113,-0.76992006,-0.99982933,-0.99568119,-0.98991853
-0.22917039,-0.29197319,0.41420768,0.52549463,-0.9446139,-0.3086222,-0.18953111,0.48682806,0.54214503,-0.42999153,-0.98081576,-0.98709281,-0.6821332,-0.98524678,-0.99979019,-0.9881407,-0.98088708,-0.99976924,0.48862836,-0.99962217,0.83666097,0.8347874,0.35970038,-0.99982886,-0.99982545,-0.97576403,-0.81726864,-0.99983381,-0.99260284,-0.98938108
-0.23471815,-0.29817595,0.41832634,0.52599211,-0.94710387,-0.30890984,-0.18978992,0.48682806,0.53895237,-0.42894447,-0.98610338,-0.99229812,-0.68291214,-0.99111204,-0.99992783,-0.99624301,-0.99075787,-0.99976284,0.30170002,-0.99976267,0.83666097,0.83564373,0.36251473,-0.99991779,-0.99992071,-0.98327398,-0.94635692,-0.99983241,-0.99234041,-0.98990904
-0.23660948,-0.30517298,0.41965789,0.52022699,-0.94793763,-0.30421568,-0.19117379,0.48674924,0.53301447,-0.44094522,-0.98935165,-0.99441045,-0.68800965,-0.99357909,-0.99996879,-0.99712082,-0.99313067,-0.99986128,0.3195999,-0.99983527,0.83707731,0.83941501,0.37493676,-0.9999462,-0.99995127,-0.98844078,-0.90731609,-0.99986775,-0.9945113,-0.9922323
-0.23591907,-0.30131109,0.41911474,0.51565714,-0.94763314,-0.3004913,-0.19117379,0.47826689,0.53299375,-0.4504383,-0.99356444,-0.99272553,-0.69163959,-0.99175655,-0.9999447,-0.99548654,-0.99183337,-0.99987685,0.26109735,-0.99991382,0.84204938,0.84208263,0.38373329,-0.9999239,-0.99993896,-0.99231162,-1.0,-0.99986311,-0.99736904,-0.99168943
-0.23297415,-0.30034836,0.41704009,0.51797499,-0.94633237,-0.30221264,-0.19048348,0.47985655,0.53299375,-0.44564604,-0.9922708,-0.99206325,-0.68936008,-0.99145109,-0.99992328,-0.99654292,-0.99043422,-0.99989557,0.24961178,-0.99989159,0.84121547,0.84069861,0.37916093,-0.99991436,-0.99991984,-0.99060769,-0.90731609,-0.99988345,-0.996678,-0.99253862
-0.23001873,-0.29422863,0.41486375,0.52072532,-0.94501226,-0.30453617,-0.18566153,0.48290241,0.53831958,-0.43995413,-0.98328831,-0.99286437,-0.68644022,-0.99193436,-0.99992616,-0.99492578,-0.989623,-0.99991274,0.45194319,-0.99969124,0.83662226,0.83835713,0.37143804,-0.99992584,-0.99992074,-0.98299527,-0.94635692,-0.9999021,-0.99586037,-0.99362505
-0.28977505,-0.29052072,0.45946989,0.50608003,-0.96464505,-0.28933773,-0.34482677,0.48755923,0.51099082,-0.46964332,-0.74214905,-0.94796103,-0.71232671,-0.87263608,-0.998045,-0.96089277,-0.84031149,-0.99822143,0.9184693,-0.96446733,0.85191214,0.86421116,0.45826399,-0.99829844,-0.99798918,-0.74278693,-0.28381865,-0.99827181,-0.98771083,-0.96210545
-0.23252846,-0.29052072,0.41630292,0.49308508,-0.94604233,-0.282581,-0.21950384,0.46192086,0.5082802,-0.49592856,-0.97300509,-0.98677654,-0.70897078,-0.98088274,-0.99980322,-0.98689847,-0.97838239,-0.99975748,0.78695637,-0.9993639,0.85191214,0.85382171,0.42286996,-0.9998226,-0.99981537,-0.96783415,-0.76447967,-0.99975611,-0.99390695,-0.98666306
-0.23666624,-0.29224152,0.41968875,0.48897478,-0.94793274,-0.27838057,-0.1957247,0.45268931,0.50470856,-0.50399681,-0.97274961,-0.98798729,-0.71409743,-0.97845745,-0.99985442,-0.986927,-0.97867988,-0.99977057,0.37682311,-0.99935446,0.85267773,0.85934439,0.44147331,-0.99984607,-0.999859,-0.97007664,-0.74002326,-0.99973338,-0.99309644,-0.98576539
-0.23685221,-0.301857,0.41996366,0.48616178,-0.94803129,-0.27575343,-0.1957247,0.44796319,0.50470856,-0.50950395,-0.98653639,-0.98821617,-0.71681247,-0.98713162,-0.99986788,-0.98693018,-0.98545852,-0.99974788,0.21163526,-0.9997729,0.86279909,0.86204236,0.45056009,-0.99985034,-0.99986209,-0.98577543,-0.89287915,-0.99973513,-0.99438986,-0.98491147
-0.23492255,-0.301857,0.4183986,0.48616847,-0.94719493,-0.27611422,-0.19096506,0.44668307,0.50497402,-0.50949149,-0.99161358,-0.98834752,-0.71603359,-0.98712578,-0.99988862,-0.99042069,-0.98740997,-0.99962196,0.16955136,-0.99987965,0.86216755,0.86072602,0.4461016,-0.99985276,-0.99988117,-0.99098288,-0.87389237,-0.99975664,-0.99114204,-0.98545768
-0.23509692,-0.29742914,0.41843531,0.4856387,-0.94726879,-0.27589494,-0.19096506,0.44621802,0.50431669,-0.51052151,-0.9873628,-0.98834751,-0.71626377,-0.9867598,-0.99988317,-0.99310806,-0.98611085,-0.99968104,0.17940685,-0.99979206,0.86216755,0.86045332,0.4451793,-0.99985276,-0.99986828,-0.98508433,-0.90731609,-0.99970479,-0.99499612,-0.98388181
-0.22927431,-0.29262493,0.41424608,0.48665376,-0.94465741,-0.27653312,-0.19089779,0.44863511,0.50431669,-0.50854274,-0.98439662,-0.99163497,-0.71449278,-0.98524817,-0.99992503,-0.99392315,-0.9833707,-0.99984646,0.26610404,-0.99972031,0.86042754,0.85953447,0.44207554,-0.99990796,-0.99990671,-0.98146811,-0.89287915,-0.99977843,-0.99666973,-0.98756524
-0.22801673,-0.29262493,0.41339991,0.48544986,-0.94409949,-0.27537565,-0.18710735,0.44863511,0.49990752,-0.51087018,-0.97936187,-0.99210321,-0.71542286,-0.9853796,-0.99992779,-0.99414725,-0.9834859,-0.99974998,0.42166254,-0.99957856,0.86042754,0.86058816,0.44564486,-0.99991494,-0.99991514,-0.97724052,-0.85400629,-0.99980948,-0.99658311,-0.98895715
